,Title,Type,year,actors_info,language,subtitles
6678,Harold y su Manual de Secuestro,film,2014,"['Bjørn Sundquist', 'Fanny Ketter', 'Bjørn Granath', 'Vidar Magnussen']",['Español'],[]
6679,De chica en chica,film,2015,"['Maria Botto', 'Jane Badler', 'Adrián Lastra', 'Paulina Galvez', 'Celia Freijeiro', 'Jaime Olías']",['Español'],[]
6680,Reencontrar el Amor,film,2014,"['Sophie Marceau', 'François Cluzet', 'Lisa Azuelos', 'Alexandre Astier']",['Español'],[]
6681,Dos frescos en órbita,film,1962,"['Bing Crosby', 'Bob Hope', 'Joan Collins', 'Robert Morley', 'Walter Gotell']",['Español'],[]
6682,La justicia al acecho,film,1955,"['Broderick Crawford', 'Ralph Meeker', 'Reed Hadley', 'William Talman', 'Lon Chaney Jr.', 'Charles Bronson', 'Felicia Farr']",['Español'],[]
6683,"Socotra, la isla de los genios",film,2016,[],['Varios'],[]
6684,El monstruo del terror,film,1965,"['Boris Karloff', 'Nick Adams', 'Freda Jackson', 'Suzan Farmer', 'Patrick Magee']",['Español'],[]
6685,Hago bien en recordar,short,2015,"['Miguel Rellán', 'Carmen Sanchez']",['Español'],[]
6686,Divina Juventud,serie,2017,"['Atsushi Tamaru', 'Ayane Sakura', 'Juri Kimura', 'Shiori Izawa', 'Shiori Mikami']",['Japonés'],['Español']
6687,Adivina como puedas,serie,2017,"['Sayaka Harada', 'Kaede Hondo', 'Kikuko Inoue', 'Ai Kayano', 'Yurika Kubo']",['Japonés'],['Español']
6688,Divine Gate,serie,2016,"['Sôma Saitô', 'Tetsuya Kakihara', 'Yûichi Nakamura', 'Hiroyuki Yoshino\t']",['Español'],['Español']
6689,La Hora del Baño,short,2014,"['Macarena Gómez', 'Gonzalo Kindelán']",['Español'],[]
6690,Moon Girl,short,2016,[],['Inglés'],[]
6691,Au revoir Balthazar,short,2016,[],['Varios'],[]
6692,La Llave de Cristal,film,1942,"['Brian Donlevy', 'Veronica Lake', 'Alan Ladd', 'Bonita Granville', 'Richard Denning', 'Joseph Calleia']",['Español'],[]
6693,Memphis Belle,film,1990,"['Matthew Modine', 'Eric Stoltz', 'Tate Donovan', 'D. B. Sweeney', 'Billy Zane', 'Sean Astin']",['Español'],[]
6694,Violette,film,2013,"['Emmanuelle Devos', 'Sandrine Kiberlain', 'Catherine Hiegel', 'Olivier Gourmet']",['Español'],[]
6695,Così fan tutte (Teatro Real),film,2012,"['Juan Francisco Gatell', 'Anett Fritsch', 'Andreas Wolf', 'Kerstin Avemo']",['Italiano'],[]
6696,Princesa,film,2014,"['Woo-hee Chun', 'In-seon Jeong', 'So-young Kim', 'Yeong-ran Lee']",['Español'],[]
6697,The Bunny Game,film,2010,"['Rodleen Getsic', 'Jeff Renfro', 'Drettie Page', 'Coriander Womack']",['Inglés'],[]
6698,Half Revolution,film,2012,[],['Danés'],[]
6699,Gas the Arabs,film,2017,[],['Árabe'],[]
6700,Romeo y Julieta,film,1954,"['Laurence Harvey', 'John Gielgud', 'Bill Travers', 'Sebastian Cabot', 'Susan Shentall']",['Español'],[]
6701,El sirviente,film,1963,"['Dirk Bogarde', 'James Fox', 'Sarah Miles', 'Wendy Craig']",['Español'],[]
6702,El virus del miedo,film,2015,"['Roser Batalla', 'Rubèn De Eguia', 'Albert Ausellè', 'Santi Ricart', 'Diana Gómez', 'Xavier Pujolràs', 'Anna Azcona']",['Catalán'],['Español']
6703,Out (corto),short,2015,['Jeff Kristian'],['Inglés'],[]
6704,La puta y el cliente,short,2016,"['Hammudi Al-Rahmoun Font', 'Marc Clotet', 'Alba José']",['Catalán'],[]
6705,Ursus,short,2011,[],['Original'],[]
6706,Pikadero,film,2015,"['Barbara Goenaga', 'Lander Otaola', 'Ylenia Baglietto', 'Víctor Benjumea', 'Joseba Usabiaga']",['Euskera'],['Español']
6707,12+1 una comedia metafísica,film,2012,"['Gorka Zubeldía', 'Arantzazu Garrastazul', 'Manolo Monteagudo', 'Julián Manzano']",['Español'],[]
6708,Love Patate,short,2010,[],['Original'],[]
6709,Keep a Tidy Soul,short,2012,['Julie Walrand'],['Inglés'],[]
6710,In Guns We Trust,short,2013,[],['Inglés'],[]
6711,La senda,film,2012,"['Irene Visedo', 'Gustavo Salmeron', 'Ariel Castro', 'Joan Prades', 'Ricardo Tenor', 'Raquel Escribano']",['Español'],[]
6712,Frances Ha,film,2012,"['Greta Gerwig', 'Adam Driver', 'Mickey Sumner', 'Michael Zegen']",['Inglés'],[]
6713,No,film,2012,"['Gael Garcia Bernal', 'Alfredo Castro', 'Luis Gnecco', 'Antonia Zegers', 'Pascal Montero']",['Español'],[]
6714,National Gallery,film,2013,[],['Inglés'],[]
6715,Art and Craft,film,2014,['Mark A. Landis'],['Inglés'],[]
6716,Operación Ártico,film,2014,"['Kaisa Gurine Antonsen', 'Lars Arentz-Hansen', 'Nicolai Cleve Broch', 'Ida Leonora ']",['Español'],[]
6717,En un lugar sin ley,film,2013,"['Rooney Mara', 'Casey Affleck', 'Ben Foster', 'Keith Carradine', 'Nate Parker']",['Español'],[]
6718,Indigenous,film,2014,"['Zachary Soetenga', 'Lindsey McKeon', 'Sofia Pernas', 'Pierson Fode']",['Español'],[]
6719,Zombeavers (Castores Zombies),film,2013,"['Bill Burr', 'Cortney Palm', 'Hutch Dano', 'Lexi Atkins', 'Rachel Melvin']",['Español'],[]
6720,Monsters (2010),film,2010,"['Scoot McNairy', 'Whitney Able', 'Mario Zuniga', 'Annalee Jefferies']",['Español'],[]
6721,Free Fall,film,2013,"['Hanno Koffler', 'Max Riemelt', 'Attila Borlan', 'Katharina Schüttler', 'Stephanie Schönfeld']",['Alemán'],[]
6722,Todos están muertos,film,2014,"['Elena Anaya', 'Macarena García', 'Angélica Aragón', 'Patrick Criado', 'Nahuel Pérez Biscayart']",['Original'],[]
6723,Alata (Amor sin Barreras),film,2012,"['Nicholas Jacob', 'Michael Aloni', 'Jamil Khoury', 'Loai Nofi']",['Hebreo'],[]
6724,Una Noche,film,2012,"['Dariel Arrechada', 'Anailin De La Rua De La Torre', 'Javier Nuñez Florián', 'María Adelaida Méndez Bonet']",['Inglés'],[]
6725,Ida,film,2014,"['Agata Kulesza', 'Agata Trzebuchowska', 'Joanna Kulig', 'Adam Szyszkowski', 'Jerzy Trela']",['Español'],[]
6726,Secuestro (A Hijacking),film,2012,"['Pilou Asbæk', 'Søren Malling', 'Dar Salim', 'Amalie Alstrup', 'Roland Møller']",['Español'],[]
6727,A 20 pasos de la fama,film,2013,"['Darlene Love', 'Merry Clayton', 'Lisa Fischer', 'Judith Hill', 'Bruce Springsteen', 'Sting ', 'Mick Jagger']",['Español'],[]
6728,De la mano,film,2012,"['Jérémie Elkaïm', 'Valerie Lemercier', 'Valérie Donzelli', 'Eric Lartigau']",['Original'],[]
6729,Kon-tiki,film,2012,"['Pål Sverre Valheim Hagen', 'Anders Baasmo Christiansen', 'Gustaf Skarsgård', 'Odd Magnus Williamson']",['Español'],[]
6730,El pequeño mago,film,2013,"['Jesus Angel Rosado', 'Monti Castiñeiras', 'Catherina Martínez', 'Roberto Reboiro']",['Español'],[]
6731,"Las aventuras de Sammy, un viaje extraordinario",film,2010,[],['Español'],[]
6732,Garfield y su pandilla,film,2008,[],['Español'],[]
6733,El ladrón de Bagdad,film,1924,"['Douglas Fairbanks', 'Julanne Johnston', 'Anna May Wong', 'Snitz Edwards', 'Charles Belcher']",['Inglés'],[]
6734,Chez Moi,short,2014,[],['Original'],[]
6735,Edmond eitat un ane,short,2012,[],['Francés'],[]
6736,El Canto,short,2013,[],['Español'],[]
6737,Corn Island,film,2014,"['Ilyas Salman', 'Mariam Buturishvili']",['Georgiano'],[]
6738,Madrid Above the Moon,film,2015,"['Víctor Vidal', 'Rocío León', 'Helena Sanchis-Guarner', 'Bernabé Fernández']",['Original'],[]
6739,Remo: desarmado y peligroso,film,1985,"['Fred Ward', 'Joel Grey', 'Wilford Brimley', 'J.A. Preston', 'George Coe', 'Charles Cioffi', 'Kate Mulgrew']",['Español'],[]
6740,Benidorm mon amour,film,2016,"['Nazaret Aracil', 'Miguel Barberá', 'Diego Braguinsky', 'Andreu Castro', 'Anaïs Duperrein']",['Español'],[]
6741,Chibi Maruko-chan,serie,1990,[],['Español'],[]
6742,De un tiempo libre a esta parte,film,2015,"['Joaquín Rodríguez (Los Nikis)', 'Rafa Notario (Ángeles Caídos)', 'Clara Morán  (Oviformia Sci)', 'Marta Cervera (Aviador Dro)', 'Jesús Amodia (PVP)', 'César Cortijo (La Fundación)', 'Julián Sanz  (La Fundación)', 'Almudena de Maeztu (La Mode)', 'Arturo Lanz (Esplendor Geométrico)', 'Mª José  González ""Yeye""', 'Almudena Villar', 'Amador Luque (Los Monaguillosh)', 'Juan Antonio Nieto (Alphaville)', 'Lydia Iovane']",['Español'],[]
6743,The last showing,film,2014,"['Robert Englund', 'Keith Allen', 'Finn Jones', 'Emily Berrington', 'Malachi Kirby']",['Español'],[]
6744,"Yes, we fuck",film,2015,[],['Español'],[]
6745,Secretos y mentiras,film,1995,"['Brenda Blethyn', 'Marianne Jean-baptiste', 'Timothy Spall']",['Español'],[]
6746,Love Between the Covers,film,2015,[],['Inglés'],[]
6747,"Decrecimiento, del mito de la abundancia a la simplicidad voluntaria",film,2015,[],['Español'],[]
6748,Eisenstein en Guanajuato,film,2015,"['Elmer Bäck', 'Stelio Savante', 'Maya Zapata', 'Lisa Owen']",['Español'],[]
6749,The Turning,serie,2013,"['Cate Blanchett', 'Hugo Weaving', 'Miranda Otto', 'Rose Byrne', 'Colin Friels', 'Richard Roxburgh']",['Inglés'],[]
6750,Generación Kronen,film,2015,"['Ray Loriga', 'Juan Manuel de Prada', 'Pedro Maestre', 'Benjamín Prado', 'Luis Magrinyá', 'Enrique Urbizu', 'José Ángel Mañas', 'Juana Salabert', 'Fernando Garcillán', 'Pablo González Cuesta', 'Constantino Bértolo', 'Sabas Martín']",['Español'],[]
6751,Informe General II: El nuevo rapto de Europa,film,2015,[],['Catalán'],[]
6752,Todos los Caminos de Dios,film,2014,"['Marc Garcia Coté', 'Oriol Pla', 'Jan Cornet']",['Catalán'],[]
6753,Four Lions,film,2009,"['Riz Ahmed', 'Arsher Ali', 'Nigel Lindsay', 'Benedict Cumberbatch']",['Español'],[]
6754,Teatro ¿Off?,film,2016,"['Rubén Ochandiano', 'Borja Vera', 'Jaime Bartolomé', 'Javier Enguix', 'Albert Boadella', 'Leo Bassi']",['Español'],[]
6755,Exterminador 2,film,1984,"['Robert Ginty', 'Mario Van Peebles', 'Deborah Geffner', 'Frankie Faison', 'John Turturro', 'Arye Gross']",['Español'],[]
6756,Noches blancas en el muelle,film,2014,"['Astrid Adverbe', 'Pascal Cervo', 'Geneviève Montaigu', 'Paul Vecchiali']",['Francés'],[]
6757,El Testamento de Rosa,film,2015,['Rosa Novell'],['Catalán'],[]
6758,Supermensch: La leyenda de Shep Gordon,film,2013,"['Shep Gordon', 'Alice Cooper', 'Mike Myers', 'Michael Douglas', 'Sylvester Stallone']",['Inglés'],[]
6759,Golpe de calor,film,2015,"['Jean-pierre Darroussin', 'Grégory Gadebois', 'Carole Franck', 'Karim Leklou', 'Isabelle Sadoyan']",['Francés'],[]
6760,Cómo cambiar el mundo,film,2014,[],['Inglés'],[]
6761,En Tierra Extraña,film,2014,[],['Español'],[]
6762,Nonna,short,2016,"['Micheline Chamberland', 'Catherine Beauchemin']",['Francés'],[]
6763,Operación Verona,short,2016,"['Daniel Jumillas', 'Rosa Martí', 'Laura Montesinos', 'David Penalva']",['Español'],[]
6764,138 segundos,film,2013,[],['Español'],[]
6765,El misterio del Nilo,film,2005,[],['Español'],[]
6766,Don Giovanni (2005),film,2005,"['María Bayo', 'Carlos Álvarez', 'Alfred Reiter', 'José Bros', 'Sonia Ganassi', 'Lorenzo Regazzo']",['Original'],[]
6767,"Varda, espigando a una espigadora",film,2014,[],['Francés'],[]
6768,Vientos de Agosto,film,2014,['Dandara de Morais'],['Portugués'],[]
6769,Tres Colores: Rojo,film,1994,"['Jean-Louis Trintignant', 'Irene Jacob', 'Jean-Pierre Lorit', 'Samuel Le Bihan', 'Frederique Feder', 'Juliette Binoche']",['Español'],[]
6770,Tres Colores: Azul,film,1992,"['Juliette Binoche', 'Benoît Regent', 'Florence Pernel', 'Charlotte Véry', 'Emmanuelle Riva', 'Helene Vincent']",['Español'],[]
6771,Tres Colores: Blanco,film,1993,"['Julie Delpy', 'Zbigniew Zamachowski', 'Janusz Gajos', 'Jerzy Stuhr', 'Aleksander Bardini', 'Francis Coffinet']",['Español'],[]
6772,Tabloid,film,2010,"['Joyce McKinney', 'Peter Tory', 'Troy Williams', 'Jackson Shaw']",['Inglés'],[]
6773,Las ventanas abiertas,film,2015,[],['Original'],[]
6774,Escándalo en el Poder,film,2015,"['Sarah Paulson', 'Nicolas Cage', 'Connie Nielsen', 'Wendell Pierce', 'Peter Fonda']",['Español'],[]
6775,"De latir, mi corazón se ha parado",film,2005,"['Romain Duris', 'Niels Arestrup', 'Melanie Laurent']",['Español'],[]
6776,Menudos héroes,film,2015,[],['Español'],[]
6777,Las cosas grandes,serie,2013,"['Mar Ulldemolins', 'Margalida Grimalt', 'David Verdaguer', 'Roger Coma']",['Catalán'],[]
6778,Victor XX,short,2015,"['Alba Martínez', 'Shei Benzidour', 'Yolanda Cruz', 'Roser Tapias']",['Español'],[]
6779,Corazón Silencioso,film,2014,"['Jens Albinus', 'Paprika Steen', 'Pilou Asbæk', 'Danica Curcic', 'Morten Grunwald', 'Ghita Norby']",['Danés'],[]
6780,¿Qué hacemos con Maisie?,film,2012,"['Julianne Moore', 'Steve Coogan', 'Alexander Skarsgård', 'Joanna Vanderham', 'Onata Aprile']",['Español'],[]
6781,Mater Salvatoris,short,2015,['Carles Canal'],['Catalán'],[]
6782,Black Coal,film,2014,"['Fan Liao', 'Gwei Lun Mei', 'Xuebing Wang', 'Jingchun Wang']",['Español'],[]
6783,Quilapayún: más allá de la canción,film,2015,[],['Español'],[]
6784,Señora de,film,2010,"['Ana Blanco', 'Asunción Fernández', 'Filomena Fraga', 'Alicia García']",['Varios'],[]
6785,Al final de la escapada (2010),film,2010,"['Miguel Núñez', 'Pascual Maragall', 'Evo Morales', 'Marcos Ana']",['Español'],[]
6786,Androcles y el león,film,1952,"['Jean Simmons', 'Victor Mature', 'Alan Young', 'Robert Newton', 'Maurice Evans', 'Elsa Lanchester', 'Reginald Gardiner']",['Español'],[]
6787,Amigos x Raul Paz,film,2008,"['Raul Paz', 'Carmen Paris', 'Enrique Herdia ""Negri""']",['Español'],[]
6788,Joven y Bonita,film,2013,"['Marine Vacth', 'Géraldine Pailhas', 'Frédéric Pierrot', 'Charlotte Rampling']",['Francés'],[]
6789,The Casanova Variations,film,2014,"['John Malkovich', 'Veronica Ferres', 'Florian Boesch', 'Miah Persson', 'Fanny Ardant']",['Inglés'],[]
6790,Attila Marcel,film,2013,"['Guillaume Gouix', 'Anne Le Ny', 'Bernadette Lafont', 'Helene Vincent']",['Francés'],[]
6791,Brasserie Romantic,film,2012,[],['Español'],[]
6792,Jack Strong,film,2014,"['Marcin Dorocinski', 'Patrick Wilson', 'Maja Ostaszewska', 'Dagmara Dominczyk']",['Español'],[]
6793,Destino Marrakech,film,2013,"['Ulrich Tukur', 'Hafsia Herzi', 'Marie-Lou Sellem', 'Samuel Schneider']",['Español'],[]
6794,El Hijo del Otro,film,2012,"['Emmanuelle Devos', 'Pascal Elbe', 'Jules Sitruk', 'Mendi Dehbi']",['Español'],[]
6795,Una cita para el verano,film,2010,"['Philip Seymour Hoffman', 'John Ortiz', 'Amy Ryan', 'Daphne Rubin-Vega']",['Español'],[]
6796,Pelo Malo,film,2013,"['Samuel Lange Zambrano', 'Beto Benites', 'Samantha Castillo', 'Nelly Ramos', 'María Emilia Sulbarán']",['Original'],[]
6797,You and the Night,film,2013,"['Kate Moran', 'Niels Schneider', 'Béatrice Dalle', 'Eric Cantona', 'Alain Delon Jr.']",['Francés'],[]
6798,Dog Pound (La Perrera),film,2010,"['Adam Butcher', 'Shane Kippel', 'Mateo Morales', 'Slim Twig']",['Español'],[]
6799,Byzantium,film,2013,"['Saoirse Ronan', 'Gemma Arterton', 'Sam Riley', 'Jonny Lee Miller', 'Thure Lindhardt']",['Español'],[]
6800,El Desconocido del Lago,film,2013,"['Pierre Deladonchamps', 'Christophe Paou', 'Jérôme Chappatte', ""Patrick D'Assumçao""]",['Original'],[]
6801,"De tal padre, tal hijo",film,2013,"['Masaharu Fukuyama', 'Machiko Ono', 'Yoko Maki', 'Lily Franky']",['Japonés'],[]
6802,Un toque de violencia,film,2013,"['Wu Jiang', 'Vivien Li', 'Lanshan Luo', 'Baoqiang Wang']",['Mandarín'],[]
6803,Turistas (Sightseers),film,2012,"['Alice Lowe', 'Steve Oram', 'Eileen Davies', 'Jonathan Aris']",['Español'],[]
6804,Stockholm,film,2013,"['Javier Pereira', 'Aura Garrido']",['Español'],[]
6805,Caníbal,film,2013,"['Antonio de la Torre', 'Olimpia Melinte', 'Alfonsa Rosso']",['Español'],[]
6806,Las aventuras del pequeño Colón,film,2016,[],['Español'],['Español']
6807,"Nicky, la aprendiz de bruja",film,2014,"['Fûka Koshiba', 'Machiko Ono', 'Tadanobu Asano', 'Rie Miyazawa', 'Minako Kotobuki']",['Español'],[]
6808,El joven Detective Dee: El poder del dragón marino,film,2013,"['Angelababy', 'Mark Chao', 'Kun Chen', 'Carina Lau', 'Shaofeng Feng']",['Español'],[]
6809,Detective Dee y el Misterio de la Llama Fantasma,film,2010,"['Tony Leung Ka Fai', 'Chao Den', 'Carina Lau']",['Español'],[]
6810,Enterrado vivo,film,1983,"['Mary Beth McDonough', 'Bill Paxton', 'David  Wysocki', 'Lynda Day George', 'Christopher George']",['Español'],[]
6811,A Lifestory,short,2013,[],['Original'],[]
6812,Cracks,short,2013,['Alex Pachón'],['Ninguno'],[]
6813,"Lisa, juego mortal",film,1989,"['Staci Keanan', 'Cheryl Ladd', 'Jeffrey Tambor', 'Julie Cobb']",['Español'],[]
6814,Los maestros tullidos,film,1979,"['Chiu Ho', 'Chung-Kuei Chang', 'Mu Chuan Chen', 'Wei Ho']",['Mandarín'],[]
6815,El Último Pasajero,film,2013,"['Dougray Scott', 'Kara Tointon', 'Lindsay Duncan', 'David Schofield']",['Español'],[]
6816,Lunático,film,2014,"['Eduardo Guerrero', 'Rosario Delgado', 'Eduard Sola', 'Pau Xandri', 'Ricard Canyellas']",['Catalán'],[]
6817,Islamar Tercero: Herida Abierta,film,2015,[],['Original'],[]
6818,"Maya Deren, Toma Cero",film,2012,"['Jean Rouch', 'Jonas Mekas', 'Maya Deren', 'Alexander Hammid', 'Graeme Ferguson', 'Cecile Starr', 'Robert Gardner']",['Español'],[]
6819,El hijo pródigo,film,2014,"['Robert Davi', 'Edie McClurg', 'John Diehl', 'Jason Burkey', 'Robert Amaya', 'Melissa Eastwood', 'Zoe Myers']",['Español'],[]
6820,Diamantes Negros,film,2013,"['Setigui Diallo', 'Hamidou Samaké', 'Carlos Bardem', 'Guillermo Toledo']",['Español'],[]
6821,Mi padre es un perro,film,2010,"['Bum-Taek Kwon', 'Lee Tae-Rim', 'Lee Si-Ho', 'Yoo Ae-Kyung']",['Coreano'],[]
6822,Un día perfecto para volar,film,2015,"['Roc Recha', 'Sergi Lopez', 'Marc Recha']",['Catalán'],[]
6823,Paso a paso... (animación),film,2015,[],['Español'],[]
6824,112 Bodas,film,2014,['Doug Block'],['Inglés'],[]
6825,The Brave,film,1997,"['Johnny Depp', 'Marlon Brando', 'Marshall Bell', 'Elpidia Carrillo', 'Luis Guzmán']",['Español'],[]
6826,El Concierto para Europa,film,2000,"['Karita Mattila', 'Violeta Urmana', 'Thomas Moser', 'Eike Wilm Schulte ']",['Alemán'],[]
6827,Seijun Suzuki: Kabuki & Yakuzas,film,2002,['Seijun Suzuki'],['Español'],[]
6828,Cinco cocineros vascos,serie,2008,"['Hilario Arbelaitz', 'Martín Berasategui', 'Juan Mari Arzak', 'Pedro Subijana', 'Andoni Luis Aduriz']",['Español'],[]
6829,Al final todos mueren,film,2013,"['Manuela Vellés', 'Macarena Gómez', 'Andrea Duro', 'Javier Botet', 'Elisa Mouliaá', 'Miguel Ángel Muñoz']",['Español'],[]
6830,El ejercicio del poder,film,2011,"['Olivier Gourmet', 'Michel Blanc', 'Zabou Breitman', 'Didier Bezace', 'Laurent Stocker', 'Sylvain Deblé']",['Francés'],[]
6831,L'Astragale,film,2015,"['Leïla Bekhti', 'Reda Kateb', 'Esther Garrel', 'Jocelyne Desverchère']",['Francés'],[]
6832,Las líneas de Wellington,film,2012,"['Marisa Paredes', 'Chiara Mastroianni', 'Isabelle Huppert', 'John Malkovich', 'Elsa Zylberstein', 'Mathieu Amalric', 'Vincent Perez', 'Nuno Lopes']",['Original'],[]
6833,Amor Eterno,film,2014,"['Joan Bentallé', 'Aimar Vega', 'Sonny Smith', 'Miguel Rojas']",['Español'],[]
6834,A la puta strasse. 2º Acto,film,2015,[],['Español'],[]
6835,The Artist,film,2011,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell', 'Penelope Ann Miller', 'Missi Pyle', 'Malcolm McDowell', 'Joel Murray']",['Inglés'],[]
6836,El cartero de las noches blancas,film,2014,"['Aleksey Tryapitsyn', 'Irina Ermolova', 'Valentina Ananina', 'Timur Bondarenko', 'Tatyana Silich']",['Ruso'],[]
6837,Jai Alai Blues,film,2015,[],['Original'],[]
6838,Five Days to Dance,film,2014,"['Wilfried van Poppel', 'Amaya Lubeigt']",['Español'],[]
6839,El fabuloso Andersen,film,1952,"['Danny Kaye', 'Farley Granger', 'Zizi Jeanmaire']",['Español'],[]
6840,Nace una canción,film,1948,"['Danny Kaye', 'Virginia Mayo', 'Benny Goodman', 'Louis Armstrong', 'Steve Cochran', 'Hugh Herbert', 'Felix Bressart', 'Ludwig Stössel', 'J. Edward Bromberg', 'Howland Chamberlin', 'Paul Langton']",['Español'],[]
6841,Piratas y Libélulas,film,2013,[],['Español'],[]
6842,El amor me queda grande,short,2014,"['Lucía Caraballo', 'Izán Corchero', 'Íñigo Navares', 'Mariola Fuentes']",['Español'],[]
6843,Strange Events,serie,2017,"['Ricky Wood', 'Becka Adams', 'Anthony Backman', 'Holgie Forrester']",['Español'],[]
6844,Roseville,film,2013,"['David Chokachi', 'Lydia Indjova', 'Plamen Manassiev', 'Elena Petrova']",['Búlgaro'],[]
6845,Cenizas,film,2014,['Jorge Tejerina'],['Español'],[]
6846,A Roma con Amor,film,2012,"['Woody Allen', 'Alec Baldwin', 'Roberto Benigni', 'Penelope Cruz', 'Judy Davis', 'Jesse Eisenberg', 'Greta Gerwig', 'Elliot Page']",['Español'],[]
6847,Autopista al infierno,film,1990,"['Patrick Bergin', 'Kristy Swanson', 'Pamela Gidley']",['Español'],[]
6848,Los silenciadores,film,1966,"['Dean Martin', 'Stella Stevens', 'Daliah Lavi', 'Beverly Adams', 'Cyd Charisse', 'Victor Buono', ""Arthur O'Connell"", 'Robert Webber', 'James Gregory', 'Roger C. Carmel']",['Español'],[]
6849,Asier ETA Biok,film,2013,[],['Original'],[]
6850,Tropical Manila,film,2008,"['Su-Nam Kim', 'Maries Chanel Rebucas', 'Jerald de Vera']",['Coreano'],[]
6851,El público (Teatro Real),film,2015,"['Arcángel ', 'Rubén Olmo', 'Jesús Méndez']",['Español'],[]
6852,Bodas de sangre y Suite Flamenca,film,2011,"['Cristina Carnero', 'Ángel Gil', 'Vanesa Vento', 'Joaquín Mulero', 'Maite Chico']",['Español'],[]
6853,La pequeña cerillera,film,2015,"['Uxía Gonzalvo', 'Joseba Pinela', 'Máximo Esteban']",['Español'],[]
6854,Tres Mujeres,short,2014,[],['Español'],[]
6855,Obras Maestras de la Pintura Universal,serie,2015,['Olga Sanchis'],['Español'],[]
6856,La Reconstrucción,film,2013,"['Diego Peretti', 'Claudia Fontán', 'Alfredo Casero', 'Sandra Villani']",['Español'],[]
6857,El amor Amargo de Chavela,film,2013,"['Rafael Amargo', 'Chavela Vargas', 'Marcela Rodríguez', 'Arturo Ramírez', 'Mario Ávila', 'María Cortiliz']",['Español'],[]
6858,El Amigo Americano,film,1977,"['Bruno Ganz', 'Dennis Hopper', 'Lisa Kreuzer', 'Nicholas Ray', 'Samuel Fuller', 'Lou Castel']",['Español'],[]
6859,En la ciudad,film,2003,"['Eduard Fernandez', 'Leonor Watling', 'Alex Brendemühl', 'Mónica López', 'Vicenta Ndongo', 'Chisco Amado', 'María Pujalte']",['Español'],"['Español', 'Inglés', 'Francés']"
6860,Corredores de fondo,film,2013,[],['Catalán'],[]
6861,El camino más largo para volver a casa,film,2015,"['Borja Espinosa', 'Miki Esparbé', 'María Ribera', 'Pol López']",['Catalán'],[]
6862,13 días de Octubre,film,2015,"['Antonio Dechent', 'Josean Bengoetxea', 'Sergi Torrecilla', 'Carles Martínez', 'Óscar Muñoz', 'Clara Segura']",['Catalán'],[]
6863,Las Consecuencias del Amor,film,2004,"['Toni Servillo', 'Olivia Magnani', 'Adriano Giannini', 'Antonio Ballerio']",['Español'],[]
6864,Krámpack,film,2000,"['Jordi Vilches', 'Fernando Ramallo', 'Esther Nubiola', 'Chisco Amado', 'Marieta Orozco']","['Catalán', 'Español']",['Español']
6865,Una pistola en cada mano,film,2012,"['Ricardo Darin', 'Luis Tosar', 'Javier Camara', 'Eduard Fernandez', 'Leonardo Sbaraglia', 'Candela Peña', 'Leonor Watling', 'Cayetana Guillén Cuervo', 'Eduardo Noriega', 'Jordi Mollà', 'Sílvia Abril', 'Clara Segura']",['Español'],[]
6866,Ártico (2014),film,2014,"['Deborah Borges', 'Victor García', 'Lucía Martínez', 'Juan Luis Sevillano']",['Español'],[]
6867,Pixel Theory,film,2015,"['Miguel Rellán', 'Andrea Duro', 'Dani Pérez Prada', 'Lara De Miguel', 'Juan Trueba']",['Español'],[]
6868,Nueva vida en Nueva York,film,2013,"['Romain Duris', 'Audrey Tautou', 'Cecile De France', 'Kelly Reilly']",['Español'],[]
6869,Hermosa Juventud,film,2014,"['Ingrid García-Jonsson', 'Carlos Rodríguez', 'Inma Nieto', 'Fernando Barona']",['Español'],[]
6870,Ciencias Naturales,film,2013,"['Sergio Boris', 'Paula Hertzog', 'Paola Barrientos', 'Alvin Astorga']",['Español'],[]
6871,El cumpleaños de Ariane,film,2014,"['Ariane Ascaride', 'Jacques Boudet', 'Jean-pierre Darroussin', 'Anaïs Demoustier']",['Español'],[]
6872,Informe general,film,1976,"['Montserrat Caballe', 'Santiago Carrillo', 'Felipe Gonzalez', 'Jordi Pujol']",['Español'],['Español']
6873,Elefante Blanco,film,2012,"['Ricardo Darin', 'Jeremie Renier', 'Martina Gusman']",['Español'],[]
6874,Qué extraño llamarse Federico,film,2013,"['Tommaso Lazotti', 'Maurizio De Santis', ""Ernesto D'Argenio"", 'Giacomo Lazotti', 'Giulio Forges Davanzati']",['Original'],[]
6875,La Mujer del Eternauta,film,2011,"[' Elsa Sánchez de Oesterheld', 'Francisco Solano López', ' Daniel Rafeca', ' Jorge Oesterheld', ' Juan Sasturain']",['Español'],[]
6876,La maniobra de Heimlich,film,2014,"['Jacob Torres', 'Alba Yañez', 'Miki Esparbé', 'Jordi Vilches', 'Marta Torné', 'Bibiana Ballbé', 'Quim Monzó', 'Lucía Etxebarría', 'Miguel Noguera', 'Venga Monjas']",['Español'],[]
6877,Policía en Israel,film,2011,"['Yiftach Klein', 'Yaara Pelzig', 'Michael Moshonov', 'Menashe Noy', 'Michael Aloni']",['Hebreo'],[]
6878,No estamos solos,film,2015,"['La Solfónica', 'Las Comadres de Gijón', 'Mareas ciudadanas', 'Tren de la Libertad', 'Vecinos del Cabañal']",['Español'],[]
