,Title,Type,year,actors_info,language,subtitles
126,99 Moons,film,2022,"['Valentina Di Pace', 'Danny Exnar', 'Dominik Fellmann']",['Alemán'],"['Inglés', 'Español', 'Catalán']"
127,Cámara sellada,film,1996,"[""Chris O'Donnell"", 'Gene Hackman', 'Faye Dunaway', 'Robert Prosky', 'Bo Jackson', 'Lela Rochon', 'Raymond J. Barry']","['Español', 'Inglés']",['Español']
128,La muerte de Dick Long,film,2019,"['Michael Abbott Jr.', 'Virginia Newcomb', 'Andre Hyland', 'Sarah Baker', 'Jess Weixler', 'Poppy Cunningham', 'Roy Wood Jr', 'Sunita Mani', 'Janelle Cochrane']",['Inglés'],"['Inglés', 'Español']"
129,John y el hoyo,film,2022,"['Charlie Shotwell', 'Michael C. Hall', 'Jennifer Ehle', 'Taissa Farmiga', 'Pamela Jayne Morgan', 'Lucien Spelman']","['Catalán', 'Español', 'Inglés']","['Español', 'Catalán']"
130,El gran despilfarro,film,1985,"['Richard Pryor', 'John Candy', 'Lonette McKee', 'Stephen Collins', 'Jerry Orbach', 'Pat Hingle', 'Hume Cronyn', 'Jerome Dempsey', 'Tovah Feldshuh']","['Español', 'Inglés']",['Español']
131,Ritual,film,2022,"['Marie Vinck', 'Geert Van Rampelberg', 'Eriq Ebouaney', 'Lukas Bulteel', 'Line Pillet', 'Willem Herbots', 'Frank Onana', 'Babetida Sadjo', 'Stany Paquay']","['Varios', 'Catalán', 'Español']","['Español', 'Catalán']"
132,La metamorfosis de los pájaros,film,2021,"['Manuel Rosa', 'João Móra', 'Ana Vasconcelos', 'Henrique Vasconcelos', 'Inês Campos', 'Catarina Vasconcelos', 'José Manuel Mendes']",['Portugués'],"['Español', 'Catalán', 'Gallego']"
133,Cinco Lobitos,film,2022,"['Laia Costa', 'Susi Sanchez', 'Ramón Barea', 'Mikel Bustamante', 'José Ramón Soroiz', 'Isidoro Fernández']",['Español'],['Español']
134,Los Inocentes,film,2020,"['Susana Abaitua', 'Pilar Bergés.', 'Raúl de la Torre', 'Olivia Delcán', 'Pablo Gomez Pando', 'Violeta Orgaz']",['Español'],['Inglés']
135,All must die,film,2019,"['Viktoria Winge', 'Tinashe Williamson', 'Julia Schacht', 'Marte Sæteren', 'Linni Meister', 'Veslemøy Mørkrid', 'Anders Rydning', 'Mohamed Faris', 'Gabriel Bøen', 'Aleksander Sylvan']",['Noruego'],['Español']
136,La columnista,film,2019,"['Claire Porro', 'Genio de Groot', 'Katja Herbers', 'Rein Hofman', 'Bram van der Kelen', 'Achraf Koutet']",['Español'],[]
137,Kuartk Valley,film,2020,[],['Español'],[]
138,"Ramdel, memorias de un músico invisible",film,2022,"['Gonzalo Seijas', 'Jhan Paulo', 'Tomy Chazarra', 'Pedro Gonzalez', 'Nestor Goenaga', 'Luis Ángel Huete']",['Español'],[]
139,El ombligo de Guie'dani,film,2018,"['Sótera Cruz', 'Érika López', 'Majo Alfaroh', 'Yuriria del Valle', 'Juan Ríos', 'Valentina Buzzurro', 'Jerónimo Kesselman', 'Monica Del Carmen', 'Margarita Sanz']",['Español'],[]
140,El otro Tom,film,2021,"['Jorge Castro', 'Leah Miller', 'Michelle Flores', 'Rigo Zamarron', 'Joseph de la Riva', 'Jaco Rodriguez', 'Sofía Prieto']",['Inglés'],[]
141,Reality Bites (Bocados de realidad),film,1994,"['Winona Ryder', 'Ethan Hawke', 'Ben Stiller', 'Janeane Garofalo', 'Steve Zahn', 'Joe Don Baker', 'Renée Zellweger', ""Harry O'Reilly"", 'Barry Del Sherman']",['Español'],['Español']
142,Un romance muy peligroso,film,1998,"['George Clooney', 'Jennifer Lopez', 'Catherine Keener', 'Don Cheadle', 'Steve Zahn', 'Albert Brooks', 'Luis Guzmán', 'Paul Soileau', 'Dennis Farina', 'Viola Davis', 'Nancy Allen']",['Español'],"['Español', 'Catalán']"
143,La Doncella,film,2016,"['Tae-ri Kim', 'Jung-woo Ha', 'Jin-woong Jo', 'Hae-suk Kim', 'So-ri Moon']","['Varios', 'Español']","['Español', 'Catalán']"
144,Klondike,film,2022,"['Oksana Cherkashyna', 'Sergey Shadrin', 'Oleg Shcherbina', 'Oleg Shevchuk', 'Artur Aramyan', 'Evgeniy Efremov', 'Nadir Samedov']",['Varios'],"['Español', 'Catalán', 'Inglés']"
145,El poeta y el espía,film,2020,"['Sergio Castellitto', 'Clotilde Courau', 'Tommaso Ragno', 'Marcello Romolo', 'Janina Rudenska', 'Pier Giorgio Bellocchio', 'Elena Bucci', 'Massimiliano Rossi']","['Italiano', 'Catalán', 'Español']","['Español', 'Catalán']"
146,Memorias de una escritora,serie,2022,"['Connie Nielsen', 'Hanne Uldal', 'Joachim Fjelstrup', 'Lene Maria Christensen', 'Lars Mikkelsen', ""Lochlann O'Mearáin"", 'Johannes Kuhnke']","['Varios', 'Español']","['Español', 'Catalán']"
147,Un bocado exquisito,film,2021,"['Nikolaj Coster-Waldau', 'Flora Augusta', 'Nicolas Bro', 'Charlie Gustafsson', 'Katrine Greis-Rosenthal', 'Rasmus Hammerich', 'Kent Dahlgren', 'Maj-Britt Mathiesen', 'Luca Reichardt Ben Coker']","['Danés', 'Catalán', 'Español']",['Español']
148,Introduction,film,2020,"['Shin Seokho', 'Park Miso', 'Kim Young Ho', 'Ye Jiwon']",['Coreano'],"['Español', 'Catalán', 'Gallego']"
149,Valldaura: A Quarantine Cabin,film,2022,[],['Varios'],['Español']
150,Coma,film,2021,"['Julia Faure', 'Louise Labeque', 'Laetitia Casta', 'Anaïs Demoustier', 'Vincent Lacoste', 'Louis Garrel', 'Gaspard Ulliel']",['Francés'],"['Español', 'Catalán']"
151,Un héroe anónimo,film,2022,"['Jean-Charles Clichet', 'Noémie Lvovsky', 'Ilies Kadri', 'Michel Masiero', 'Doria Tillier', 'Renaud Rutten', 'Farida Rahouadj', 'Miveck Packa', 'Yves-Robert Viala']","['Francés', 'Español']","['Español', 'Catalán', 'Inglés']"
152,South Sentinel,film,2022,"['Niels Schneider', 'Sofian Khammes', 'India Hair', 'Denis Lavant', 'Thomas Daloz', 'David Ayala', 'Saadia Bentaïeb', 'Marianne Pommier', 'Emilie Incerti-Formentini', 'Hocine Mokando', 'Ilias Le Doré']",['Varios'],"['Inglés', 'Español']"
153,El asesinato de un periodista,film,2022,[],['Varios'],"['Español', 'Inglés']"
154,Manayek,serie,2020,"['Shalom Assayag', 'Amos Tamam', 'Liraz Chamami', 'Mouna Hawa', 'Sasi Samucha', 'Ishai Golan', 'Maya Dagan', 'Ofer Hayoun']","['Varios', 'Catalán', 'Español']","['Español', 'Catalán']"
155,Bali,serie,2022,"['Maleeka Gasbarri', 'Saskia Archer', 'Richard Roxburgh', 'Rachel Griffiths', 'Claudia Jessie', 'Elizabeth Cullen', 'Sean Keenan', 'Ewen Leslie', 'Sophia Forrest', 'Arka Das', 'William Lodder', 'Renee Lim']","['Español', 'Inglés']","['Español', 'Catalán']"
156,Exterior Noche,serie,2022,"['Fabrizio Gifuni', 'Margherita Buy', 'Toni Servillo', 'Fausto Russo Alesi', 'Gabriel Montesi', 'Bebo Storti', 'Fabrizio Contri']","['Italiano', 'Español']","['Español', 'Catalán']"
157,El príncipe de Egipto,film,1998,[],"['Español', 'Inglés']",['Español']
158,Fievel y el Nuevo Mundo,film,1986,[],"['Inglés', 'Español']",['Español']
159,Hulk,film,2003,"['Eric Bana', 'Jennifer Connelly', 'Sam Elliott', 'Josh Lucas', 'Nick Nolte', 'Paul Kersey', 'Cara Buono', 'Todd Tesen', 'Kevin Rankin', 'Celia Weston', 'Mike Erwin']","['Inglés', 'Español']",['Español']
160,El Profesor de Persa,film,2019,"['Nahuel Pérez Biscayart', 'Lars Eidinger', 'Leonie Benesch', 'Jonas Nay', 'David Schütter', 'Luisa-Céline Gaffron', 'Alexander Beyer']",['Español'],[]
161,Una historia de amor y deseo,film,2021,"['Sami Outalbali', 'Zbeida Belhajamor', 'Diong-Kéba Tacu', 'Aurélia Petit', 'Mahia Zrouki', 'Bellamine Abdelmalek', 'Mathilde Lamusse']","['Varios', 'Catalán', 'Español']","['Español', 'Inglés', 'Catalán']"
162,Pequeña lección de amor,film,2021,"['Laetitia Dosch', 'Pierre Deladonchamps', 'Paul Kircher', 'Lorette Nyssen', 'Kim Truong', 'Aaron Kadouche', 'Anouar Kardellas', 'Alizée Caugnies', 'Evelyne Istria']",['Francés'],"['Inglés', 'Español']"
163,A las mujeres de España. María Lejárraga,film,2022,"['Cristina Domínguez', 'Kiti Manver']","['Español [ad]', 'Español']","['Inglés', 'Español [cc]']"
164,Maija Isola,film,2021,[],['Varios'],"['Inglés', 'Español', 'Catalán']"
165,Stop-Zemlia,film,2021,"['Maria Fedorchenko', 'Arsenii Markov', 'Yana Isaienko', 'Oleksandr Ivanov', 'Andrii Abalmazov', 'Rubin Abukhatab', 'Marharyta Astakhova', 'Oksana Babych']",['Varios'],"['Español', 'Inglés']"
166,Cinema Sabaya,film,2021,"['Dana Ivgy', 'Aseel Farhat', 'Marlene Bajali', 'Liora Levi', 'Orit Samuel', 'Amal Murkus', 'Joanna Said', 'Ruth Landau']",['Varios'],"['Español', 'Inglés', 'Catalán']"
167,First Cow,film,2019,"['John Magaro', 'Orion Lee', 'Toby Jones', 'Ewen Bremner', 'Scott Shepherd', 'Gary Farmer', 'Lily Gladstone', 'Alia Shawkat', 'John Keating', 'Jared Kasowski']","['Español [ad]', 'Inglés', 'Español']","['Español', 'Español [cc]']"
168,City Hall,film,2020,[],['Inglés'],"['Español', 'Euskera']"
169,La Generación del Mal,film,2021,"['Vytautas Kaniusonis', 'Ingeborga Dapkunaite', 'Ainis Storpirstis', 'Donatas Simukauskas', 'Vaidotas Martinaitis', 'Toma Vaskeviciute', 'Dalia  Michelevičiūtė', 'Greta Petrovskyte']","['Catalán', 'Español', 'Lituano']","['Español', 'Catalán']"
170,Cielos turbios,serie,2022,[],['Varios'],"['Inglés', 'Español']"
171,El último paciente,film,2022,"['Signe Egholm Olsen', 'Anton Hjejle', 'Dan Zahle', 'Sara Fanta Traore', 'Silan Maria Budak Rasch', 'Anders Mossling', 'Erik Viinberg', 'Karl Linnertorp', 'Morten Bo Korch']","['Danés', 'Español']","['Inglés', 'Español', 'Catalán']"
172,Todo el mundo odia a Johan,film,2022,"['Pål Sverre Hagen', 'Ingrid Bolsø Berdal', 'Ine F. Jansen', 'Paul-Ottar Haga', 'John F. Brungot', 'Vee Vimolmal', 'Ingunn Beate Øyen', 'Hermann Sabado', 'Raymond Balstad']","['Catalán', 'Español', 'Noruego']","['Español', 'Catalán']"
173,¿Y esto... de quién es?,film,2021,"['Alexandra Lamy', 'Philippe Katerine', 'Matteo Perez', 'Joaquim Fossi', 'Chloé Gaillard', 'Pablo Cobo', 'Lucile Jaillant', 'Louvia Bachelier']","['Francés', 'Catalán', 'Español']","['Español', 'Catalán']"
174,Olga,film,2021,"['Anastasia Budiashkina', 'Sabrina Rubtsova', 'Caterina Barloggio', 'Thea Brogli', 'Tanya Mikhina', 'Jérôme Martin', 'Alicia Onomor', 'Lou Steffen']","['Varios', 'Catalán', 'Español']","['Español', 'Catalán']"
175,Revelando a Muybridge,film,2021,[],['Inglés'],[]
176,Varsovia 83: Un asunto de estado,film,2021,"['Tomasz Kot', 'Agnieszka Grochowska', 'Robert Wieckiewicz', 'Tomasz Zietek', 'Aleksandra Konieczna', 'Jacek Braciak', 'Sandra Korzeniak', 'Adam Bobik', 'Sebastian Pawlak']","['Polaco', 'Español']","['Español', 'Inglés', 'Catalán']"
177,Mi mejor amigo,film,2021,"['Ekin Koç', 'Samet Yildiz', 'Mahir Ipek', 'Melih Selcuk', 'Cansu Firinci', 'Nurullah Alaca', 'Münir Can Cindoruk']",['Turco'],['Español']
178,Monstrous,film,2022,"['Christina Ricci', 'Santino Barnard', 'Don Baldaramos', 'Colleen Camp', 'Lew Temple', 'Carol Anne Watts', 'Nick Vallelonga', 'Rachael Edlow']","['Español', 'Inglés']",['Español']
179,Ramona,film,2022,"['Lourdes Hernández', 'Bruno Lastra', 'Francisco Carril']",['Español'],['Inglés']
180,Los años de Super 8,film,2022,[],['Francés'],"['Inglés', 'Español', 'Catalán']"
181,También en el cielo,film,2021,"['Flora Ofelia Hofmann Lindahl', 'Ida Cæcilie Rasmussen', 'Palma Lindeburg Leth', 'Anna-Olivia Øster Coakley', 'Flora Augusta', 'Kirsten Olesen', 'Lisbet Dahl', 'Stine Fischer Christensen']","['Danés', 'Español']","['Danés', 'Español', 'Inglés', 'Catalán']"
182,Un escándalo de estado,film,2021,"['Roschdy Zem', 'Vincent Lindon', 'Pio Marmaï', 'Valeria Bruni-Tedeschi', 'Julie Moulier', 'Alexis Manenti', 'Antonia Buresi', 'Mylène Jampanoï']","['Varios', 'Catalán', 'Español']","['Español', 'Catalán']"
183,No te quiero,film,2021,"['Olga Malahova', 'Vladimir Shabelnikov', 'Tatiana Tihmeneva', 'Tatyana Tikhmenyova']",['Ruso'],['Español']
184,Dentro del campo,film,2022,"['Alex Lincoln', 'Alexander King', 'Peter McPherson', 'Christopher Sherwood', 'Pearse Egan']","['Español', 'Inglés']","['Español', 'Inglés']"
185,Libélulas,film,2022,"['Milena Smit', 'Olivia Baglivi', 'Marina Esteve', 'Pol Hermoso', 'Javier Collado', 'Gonzalo Herrero', 'Noemí Climent']","['Español', 'Español [cc]']","['Inglés', 'Español [cc]']"
186,Una película sobre parejas,film,2021,[],['Español'],[]
187,Una obra maestra,film,2019,"['Claes Bang', 'Elizabeth Debicki', 'Mick Jagger', 'Donald Sutherland', 'Rosalind Halstead', 'Alessandro Fabrizi']","['Catalán', 'Español', 'Inglés']","['Español', 'Catalán']"
188,Cerca de tu enemigo,film,2022,"['Edgar Selge', 'Barbara Schnitzler', 'Hans-Uwe Bauer', 'Steffi Kühnert', 'Stephan Grossmann', 'Kurt Krömer', 'Anna Loos', 'Vincent Krüger']","['Alemán', 'Español']","['Catalán', 'Español']"
189,La Estafa,film,2019,"['Hugh Jackman', 'Ray Romano', 'Welker White', 'Allison Janney', 'Annaleigh Ashford', 'Stephanie Kurtzuba', 'Geraldine Viswanathan', 'Sung Yun Cho', 'Justin Swain', 'Laura Patinkin']","['Español', 'Inglés']",['Español']
190,Aguas Oscuras,film,2019,"['Mark Ruffalo', 'Anne Hathaway', 'Tim Robbins', 'Bill Pullman', 'Bill Camp', 'Victor Garber', 'Mare Winningham']",['Español'],"['Español', 'Inglés']"
191,Más allá de los dos minutos infinitos,film,2021,"['Aki Asakura', 'Riko Fujitani', 'Yoshifumi Sakai', 'Kazunari Tosa']","['Español', 'Japonés']","['Español', 'Catalán']"
192,El perdón,film,2021,"['Maryam Moghadam', 'Alireza Sani Far', 'Pouria Rahimi Sam', 'Avin Poor Raoufi']","['Varios', 'Catalán', 'Español']",['Español']
193,"Yalda, la noche del perdón",film,2019,"['Sadaf Asgari', 'Behnaz Jafari', 'Babak Karimi', 'Fereshteh Sadre Orafaiy', 'Forough Ghajabagli', 'Arman Darvish', 'Fereshteh Hosseini', 'Zakieh Behbahani', 'Ramona Shah', 'Faghiheh Soltani']",['Español'],"['Español', 'Catalán']"
194,Invitado de honor,film,2019,"['David Thewlis', 'Luke Wilson', 'Rossif Sutherland', 'Sima Fisher', 'Gage Munroe', 'Tennille Read', 'Tamara Podemski', 'Laysla De Oliveira', 'Alexandre Bourgeois', 'Sugith Varughese', 'John Bourgeois', 'Sochi Fried', 'Juan Carlos Velis', 'Joyce Rivera']","['Español', 'Inglés']",['Español']
195,Un amor en Escocia,film,2021,"['Michelle Fairley', 'Bouli Lanners', 'Cal MacAninch', 'Clovis Cornillac', 'Julian Glover', 'Andrew Still']","['Catalán', 'Español', 'Inglés']","['Español', 'Catalán']"
196,El mundo después de nosotros,film,2021,"['Aurélien Gabrielli', 'Louise Chevillote', 'Saadia Bentaïeb']",['Francés'],"['Español', 'Inglés', 'Francés']"
197,La Club Virginia,film,2021,[],['Español'],[]
198,Doce hombres sin piedad: Veredicto final,film,1997,"['Jack Lemmon', 'George C. Scott', 'James Gandolfini', 'Hume Cronyn', 'Edward James Olmos', 'Armin Mueller-Stahl', 'William Petersen', 'Mary McDonnell', 'Ossie Davis', 'Courtney B. Vance', 'Dorian Harewood']","['Español', 'Inglés']",['Español']
199,Earwig,film,2021,"['Paul Hilton', 'Romola Garai', 'Alex Lawther', 'Romane Hemelaers']",['Inglés'],"['Español', 'Inglés', 'Catalán']"
200,Rompiendo las normas,film,2020,"['Keira Knightley', 'Jessie Buckley', 'Greg Kinnear', 'Lesley Manville', 'Gugu Mbatha-Raw', 'Maya Kelly', 'Ruby Bentall', 'Lily Newmark', 'Phyllis Logan', 'Suki Waterhouse', 'Loreece Harrison', 'Emma Corrin']",['Español'],['Español']
201,Las Apariencias,film,2021,"['Benjamin Biolay', 'Karin Viard', 'Philippe Dusseau', 'Johanna Nizard', 'Xavier de Guillebon']","['Varios', 'Catalán', 'Español']",['Español']
202,Promesas incumplidas,film,1998,"['Kenneth Branagh', 'Madeleine Stowe', 'William Hurt', 'Neil Patrick Harris', 'Robert Loggia', 'Blythe Danner', 'Josef Sommer']","['Español', 'Inglés']",['Español']
203,La pasajera,film,2021,"['Ramiro Blas', 'Cecilia Suárez', 'Paula Gallego', 'Niko Verona', 'Carmen Ibeas', 'Yao Yao', 'Cristina Alcázar']",['Español'],[]
204,"España, la primera globalización",film,2021,[],['Español'],"['Español', 'Inglés']"
205,Parias de la tierra,film,2021,[],['Español'],['Inglés']
206,Domestic Violence 2,film,2002,[],['Inglés'],['Español']
207,Domestic Violence,film,2001,[],['Inglés'],['Español']
208,Primate,film,1974,[],['Inglés'],"['Español', 'Francés']"
209,Déjame hablar,short,2020,[],['Español'],[]
210,Mario Banana I,short,1964,['Mario Montez'],['Original'],[]
211,Mississippi Masala,film,1991,"['Denzel Washington', 'Roshan Seth', 'Sarita Choudhury', 'Charles S. Dutton', 'Mira Nair', 'Ranjit Chowdhry', 'Tico Wells']","['Inglés', 'Español']",['Español']
212,Bigfoot y los Henderson,film,1987,"['John Lithgow', 'Melinda Dillon', 'Don Ameche', 'Margaret Langrick', 'Joshua Rudoy', 'Kevin Peter Hall', 'David Suchet', 'Lainie Kazan', 'M. Emmet Walsh']","['Español', 'Inglés']",['Español']
213,Gundala,film,2019,"['Abimana Aryasatya', 'Tara Basro', 'Bront Palarae', 'Ario Bayu', 'Lukman Sardi', 'Arswendy Bening Swara', 'Pritt Timothy', 'Aqi Singgih', 'Tanta Ginting', 'Donny Alamsyah']",['Español'],[]
214,The Furies,film,2019,"['Airlie Dodds', 'Linda Ngo', 'Taylor Ferguson', 'Ebony Vagulans', 'Danielle Horvat']",['Español'],[]
215,La novia,film,2017,"['Viktoriya Agalakova', 'Aleksandra Rebenok', 'Vyacheslav Chepurchenko', 'Igor Khripunov', 'Natalia Grinshpun', 'Marina Alhamdan', 'Miroslava Karpovich', 'Evgeniy Koryakovskiy', 'Valeriya Dmitrieva', 'Dmitriy Kulichkov']","['Ruso', 'Español']",['Español']
216,Chichinette: la espía accidental,film,2019,[],['Francés'],"['Español', 'Catalán']"
217,They Have Escaped,film,2014,"['Teppo Manner', 'Roosa Söderholm', 'Petteri Pennilä', 'Pelle Heikkilä']",['Finés'],"['Inglés', 'Español']"
218,A ras del cielo,film,2013,[],['Varios'],[]
219,Oswald. El Falsificador,film,2022,[],['Varios'],"['Español', 'Inglés', 'Catalán', 'Francés', 'Español [cc]']"
220,Infierno de cobardes,film,1973,"['Clint Eastwood', 'Verna Bloom', 'Marianna Hill', 'Mitchell Ryan', 'Stefan Gierasch', 'John Mitchum', 'Jack Ging', 'Geoffrey Lewis', 'Billy Curtis']","['Español', 'Inglés']",['Español']
221,Los Larkin,serie,2021,"['Bradley Walsh', 'Joanna Scanlan', 'Sabrina Bartlett', 'Tok Stephen', 'Davina Coleman', 'Rosie Coleman', 'Liam Middleton', 'Lydia Page', 'Lola Shepelev', 'Amelia Bullmore', 'Peter  Davison', 'Stephen Hagan', 'Francesca Wilson Waterworth', 'Kriss Dosanjh', 'Tony Gardner', 'Seeta Indrani']","['Español', 'Inglés']","['Español', 'Catalán']"
222,El legado de un héroe,film,1973,"['Glenda Jackson', 'Peter Finch', 'Michael Jayston', 'Anthony Quayle', 'Margaret Leighton', 'Dominic Guard', 'Nigel Stock', 'Barbara Leigh-Hunt']",['Inglés'],['Español']
223,En algún lugar del tiempo,film,1980,"['Christopher Reeve', 'Christopher Plummer', 'Jane Seymour', 'Teresa Wright', 'William H. Macy', 'Bill Erwin', 'George Voskovec', 'Susan French', 'John Alvin', 'Eddra Gale', 'Audrey Bennett']","['Español', 'Inglés']",['Español']
224,Tres minutos: una exploración,film,2021,[],['Inglés'],"['Español', 'Inglés', 'Catalán']"
225,Man on the Moon,film,1999,"['Jim Carrey', 'Danny DeVito', 'Christopher Lloyd', 'Gerry Becker', 'Courtney Love', 'Greyson Erik Pendry', 'Paul Giamatti', 'George Shapiro']","['Inglés', 'Español']",['Español']
226,Nosotros,film,2021,[],['Francés'],"['Español', 'Inglés', 'Francés']"
227,Cantando en las azoteas,film,2022,[],"['Español [ad]', 'Español']",[]
228,Karaoke Paradise,film,2022,[],['Finés'],"['Español', 'Catalán', 'Inglés']"
229,Tormenta blanca,film,1995,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf', 'Jeremy Sisto', 'Ryan Phillippe', 'Eric Michael Cole']","['Español', 'Inglés']",['Español']
230,Todas las criaturas grandes y pequeñas,serie,2020,"['Nicholas Ralph', 'Anna Madeley', 'Samuel West', 'Callum Woodhouse', 'Rachel Shenton', 'Diana Rigg', 'Matthew Lewis', 'Mark Noble', 'Nigel Betts', 'Mollie Winnard']",['Español'],"['Español', 'Inglés', 'Catalán']"
231,Autodefensa,serie,2022,"['Berta Prieto', 'Belén Barenys', 'Eloy Fernández Porta', 'Daniel Rived', 'Daniel Rissech', 'Carlos Bauzá', 'Marta Aguilar', 'Roman Rymar', 'Gerard Vidal']",['Español'],['Inglés']
232,Choque de futuros 1918-1939,serie,2020,"['Bernt Hahn', 'Wenzel Banneyer', 'Hüseyin Michael Cirpici', 'Tom Jacobs', 'Beatrix Hermens', 'Jan Krauter', 'Michalina Olszanska', 'Sabine Rossbach']",['Varios'],"['Español', 'Inglés', 'Catalán']"
233,El último artefacto socialista,serie,2021,"['Rene Bitorajac', 'Kresimir Mikic', 'Jovana Stojiljkovic', 'Izudin Bajrovic']","['Varios', 'Español']","['Español', 'Catalán']"
234,Territorio Gravedad,serie,2022,"['Elisa Marinas', 'José Manuel Valdés', 'Teresa del Olmo', 'Nicolay Mihaylov', 'Mireia Sabadell', 'Javier Lomas']",['Español'],[]
235,Oswald. El falsificador: La serie,serie,2023,[],['Varios'],"['Español', 'Español [cc]']"
236,Leones por corderos,film,2007,"['Tom Cruise', 'Meryl Streep', 'Robert Redford', 'Andrew Garfield', 'Michael Peña', 'Peter Berg', 'Kevin Dunn', 'Derek Luke']","['Español', 'Inglés']",['Español']
237,Viaje a Sils Maria,film,2014,"['Juliette Binoche', 'Kristen Stewart', 'Chloë Grace Moretz', 'Lars Eidinger', 'Johnny Flynn', 'Hanns Zischler', 'Nora Waldstätten', 'Brady Corbet', 'Aljoscha Stadelmann']",['Español'],['Español']
238,Trabajos de amor perdidos,film,2000,"['Alessandro Nivola', 'Alicia Silverstone', 'Natascha McElhone', 'Kenneth Branagh', 'Carmen Ejogo', 'Matthew Lillard', 'Adrian Lester', 'Emily Mortimer']","['Español', 'Inglés']",['Español']
